project_id,project_name,project_type,state,district,project_manager_id,village_count,land_area_acres,affected_families,total_landowners,project_budget,planned_start_date,planned_completion_date,current_stage,project_status,created_at,updated_at
LG-000410,South West Khasi Hills Railway Metro Line Extension,Railway,Meghalaya,South West Khasi Hills,USR-00946,13,2271.8,4333,7065,3469099955.64,2018-12-26,2021-12-25,Notification,Active,2018-12-26 09:00:00,2019-07-03 09:00:00
LG-000411,West Garo Hills Urban Development Expressway Development,Urban Development,Meghalaya,West Garo Hills,USR-00981,37,1683.32,1408,2130,1235126729.79,2024-12-28,2029-12-27,Final Handover,Active,2024-12-28 09:00:00,2025-05-17 09:00:00
LG-000412,West Jaintia Hills Metro Ring Road Phase II,Metro,Meghalaya,West Jaintia Hills,USR-00969,36,2242.65,1250,1932,3963339840.25,2019-01-12,2022-01-11,Final Handover,Active,2019-01-12 09:00:00,2019-09-04 09:00:00
LG-000413,West Khasi Hills Dam Irrigation Modernization,Dam,Meghalaya,West Khasi Hills,USR-00981,22,8628.14,4977,6166,51829713157.51,2022-05-10,2026-05-09,Approval,Active,2022-05-10 09:00:00,2022-06-29 09:00:00
LG-000414,Aizawl Metro Expressway Development,Metro,Mizoram,Aizawl,USR-00936,7,5880.1,842,1178,61709228101.46,2023-01-13,2028-01-12,Possession,Completed,2023-01-13 09:00:00,2023-09-06 09:00:00
LG-000415,Champhai Industrial Corridor Power Grid Link,Industrial Corridor,Mizoram,Champhai,USR-00915,17,4913.01,4642,10502,47530755001.1,2020-07-08,2025-07-07,Compensation,Completed,2020-07-08 09:00:00,2021-03-20 09:00:00
LG-000416,Hnahthial Industrial Corridor Bypass Construction,Industrial Corridor,Mizoram,Hnahthial,USR-00889,20,1634.16,1129,1632,65132977004.81,2024-12-17,2030-12-16,Legal Resolution,Active,2024-12-17 09:00:00,2025-07-08 09:00:00
LG-000417,Khawzawl Highway Bypass Construction,Highway,Mizoram,Khawzawl,USR-01017,3,3871.08,3205,6728,23761150551.2,2019-12-08,2021-12-07,Compensation,Active,2019-12-08 09:00:00,2020-02-03 09:00:00
LG-000418,Kolasib Airport Smart City Water Network,Airport,Mizoram,Kolasib,USR-00936,27,998.11,3798,7552,93361189956.05,2022-06-25,2024-06-24,Survey,Active,2022-06-25 09:00:00,2023-01-02 09:00:00
LG-000419,Lawngtlai Industrial Corridor Bypass Construction,Industrial Corridor,Mizoram,Lawngtlai,USR-00936,29,5851.14,4555,10706,71784476218.4,2022-12-06,2025-12-05,Approval,Active,2022-12-06 09:00:00,2023-07-23 09:00:00
LG-000420,Lunglei Highway Ring Road Phase II,Highway,Mizoram,Lunglei,USR-01017,38,3825.26,81,222,20462662581.23,2018-09-11,2024-09-09,Final Handover,Active,2018-09-11 09:00:00,2019-03-05 09:00:00
LG-000421,Mamit Urban Development Power Grid Link,Urban Development,Mizoram,Mamit,USR-00889,6,3436.7,3460,6465,15220913517.78,2024-09-05,2026-09-05,Land Identification,Active,2024-09-05 09:00:00,2025-06-25 09:00:00
LG-000422,Saiha Railway Bypass Construction,Railway,Mizoram,Saiha,USR-01017,3,965.16,3018,6629,33520713455.19,2022-09-24,2027-09-23,Notification,Active,2022-09-24 09:00:00,2023-05-14 09:00:00
LG-000423,Saitual Highway Power Grid Link,Highway,Mizoram,Saitual,USR-00889,39,9540.56,2966,6084,95861142589.44,2023-03-16,2025-03-15,Possession,Active,2023-03-16 09:00:00,2023-09-16 09:00:00
LG-000424,Serchhip Railway Smart City Water Network,Railway,Mizoram,Serchhip,USR-00936,30,6208.48,2294,2741,79691525543.67,2019-03-18,2022-03-17,Approval,Completed,2019-03-18 09:00:00,2019-08-12 09:00:00
LG-000425,Chumoukedima Railway Power Grid Link,Railway,Nagaland,Chumoukedima,USR-00884,2,9058.92,4784,6282,43655373990.0,2021-12-08,2023-12-08,Final Handover,Active,2021-12-08 09:00:00,2022-08-30 09:00:00
LG-000426,Dimapur Highway Power Grid Link,Highway,Nagaland,Dimapur,USR-00870,28,8999.45,4495,5930,13375252718.98,2022-08-03,2025-08-02,R&R,Active,2022-08-03 09:00:00,2023-01-10 09:00:00
LG-000427,Kiphire Water Supply Irrigation Modernization,Water Supply,Nagaland,Kiphire,USR-00985,33,1105.84,597,1402,55156741150.3,2023-10-25,2028-10-23,Final Handover,Active,2023-10-25 09:00:00,2023-12-27 09:00:00
LG-000428,Kohima Power Project Metro Line Extension,Power Project,Nagaland,Kohima,USR-00870,10,4610.63,1380,1798,41207909145.2,2022-09-13,2028-09-11,Notification,Active,2022-09-13 09:00:00,2023-01-10 09:00:00
LG-000429,Longleng Urban Development Expressway Development,Urban Development,Nagaland,Longleng,USR-00884,16,4830.24,4945,6116,32114021133.78,2018-03-10,2023-03-09,Final Handover,Completed,2018-03-10 09:00:00,2018-07-13 09:00:00
LG-000430,Mokokchung Industrial Corridor Greenfield Connector,Industrial Corridor,Nagaland,Mokokchung,USR-00881,37,7763.92,1522,1715,4277065593.83,2021-09-22,2024-09-21,Possession,Active,2021-09-22 09:00:00,2022-04-26 09:00:00
LG-000431,Mon Canal Industrial Cluster Feeder,Canal,Nagaland,Mon,USR-00884,35,992.18,3418,7758,38799628041.44,2022-11-03,2025-11-02,Approval,Active,2022-11-03 09:00:00,2023-06-07 09:00:00
LG-000432,Niuland Railway Metro Line Extension,Railway,Nagaland,Niuland,USR-00898,18,1742.04,4813,10227,11053974191.09,2024-09-25,2026-09-25,Notification,Cancelled,2024-09-25 09:00:00,2025-01-15 09:00:00
LG-000433,Noklak Highway Industrial Cluster Feeder,Highway,Nagaland,Noklak,USR-00985,10,2246.05,4479,8241,85863779160.7,2018-07-03,2020-07-02,Notification,Active,2018-07-03 09:00:00,2018-10-01 09:00:00
LG-000434,Peren Power Project Power Grid Link,Power Project,Nagaland,Peren,USR-00870,32,7387.41,4843,7692,33417910727.37,2021-10-16,2024-10-15,Legal Resolution,Completed,2021-10-16 09:00:00,2021-12-04 09:00:00
LG-000435,Phek Power Project Ring Road Phase II,Power Project,Nagaland,Phek,USR-00898,17,1937.14,641,997,55471451291.83,2019-07-27,2023-07-26,Compensation,Active,2019-07-27 09:00:00,2020-03-28 09:00:00
LG-000436,Shamator Railway Ring Road Phase II,Railway,Nagaland,Shamator,USR-00870,19,276.98,2203,5200,15030178607.97,2024-03-06,2028-03-05,Documentation,Active,2024-03-06 09:00:00,2024-07-07 09:00:00
LG-000437,Tseminyu Highway Bypass Construction,Highway,Nagaland,Tseminyu,USR-00884,22,9493.21,215,370,41441619252.88,2022-08-13,2024-08-12,Notification,Active,2022-08-13 09:00:00,2022-12-06 09:00:00
LG-000438,Tuensang Highway Smart City Water Network,Highway,Nagaland,Tuensang,USR-00985,15,668.18,549,1029,57905627038.64,2021-05-07,2024-05-06,Final Handover,Active,2021-05-07 09:00:00,2022-01-12 09:00:00
LG-000439,Wokha Water Supply Greenfield Connector,Water Supply,Nagaland,Wokha,USR-00884,1,5800.9,3618,7972,69475925039.16,2021-05-16,2027-05-15,Survey,Active,2021-05-16 09:00:00,2021-07-03 09:00:00
LG-000440,Zunheboto Power Project Ring Road Phase II,Power Project,Nagaland,Zunheboto,USR-00881,10,67.86,3728,7845,77350105105.52,2019-11-15,2024-11-13,Survey,Active,2019-11-15 09:00:00,2020-01-08 09:00:00
LG-000441,Angul Industrial Corridor Power Grid Link,Industrial Corridor,Odisha,Angul,USR-01001,34,9172.93,4614,8453,462988891.9,2024-09-11,2030-09-10,Legal Resolution,Active,2024-09-11 09:00:00,2025-03-04 09:00:00
LG-000442,Balangir Highway Freight Corridor Expansion,Highway,Odisha,Balangir,USR-01001,22,8569.1,1500,1986,89329657758.9,2021-08-13,2023-08-13,Final Handover,Active,2021-08-13 09:00:00,2022-04-21 09:00:00
LG-000443,Balasore Power Project Expressway Development,Power Project,Odisha,Balasore,USR-01001,26,2897.78,4725,6856,58254283528.71,2023-12-06,2028-12-04,Possession,Completed,2023-12-06 09:00:00,2024-09-20 09:00:00
LG-000444,Bargarh Highway Greenfield Connector,Highway,Odisha,Bargarh,USR-01001,18,1040.22,1426,2048,54093548972.09,2023-11-08,2029-11-06,Compensation,On Hold,2023-11-08 09:00:00,2023-12-05 09:00:00
LG-000445,Bhadrak Highway Industrial Cluster Feeder,Highway,Odisha,Bhadrak,USR-01001,2,8731.06,1225,2325,838189515.41,2023-05-22,2027-05-21,Compensation,Active,2023-05-22 09:00:00,2023-08-10 09:00:00
LG-000446,Boudh Urban Development Freight Corridor Expansion,Urban Development,Odisha,Boudh,USR-00933,27,2150.55,689,1158,94870975828.64,2024-03-21,2026-03-21,Possession,Completed,2024-03-21 09:00:00,2024-04-12 09:00:00
LG-000447,Cuttack Urban Development Expressway Development,Urban Development,Odisha,Cuttack,USR-00933,20,6013.33,2065,2768,90467822589.54,2018-02-23,2024-02-22,Possession,Completed,2018-02-23 09:00:00,2018-05-06 09:00:00
LG-000448,Deogarh Railway Greenfield Connector,Railway,Odisha,Deogarh,USR-01001,3,2705.58,1381,2318,80645133244.83,2020-03-04,2022-03-04,Survey,Completed,2020-03-04 09:00:00,2020-07-19 09:00:00
LG-000449,Dhenkanal Highway Bypass Construction,Highway,Odisha,Dhenkanal,USR-00933,32,5028.82,4852,11976,29340049832.97,2018-02-21,2020-02-21,Land Identification,Completed,2018-02-21 09:00:00,2018-08-24 09:00:00
LG-000450,Gajapati Canal Metro Line Extension,Canal,Odisha,Gajapati,USR-01001,40,9803.87,2921,6681,71065289629.75,2021-01-23,2025-01-22,Survey,Completed,2021-01-23 09:00:00,2021-10-18 09:00:00
LG-000451,Ganjam Canal Greenfield Connector,Canal,Odisha,Ganjam,USR-00933,30,9197.28,1910,3852,64362708844.09,2020-04-18,2023-04-18,Land Identification,Active,2020-04-18 09:00:00,2020-05-26 09:00:00
LG-000452,Jagatsinghpur Canal Greenfield Connector,Canal,Odisha,Jagatsinghpur,USR-00933,10,9858.81,1629,2422,92535931599.56,2019-05-27,2022-05-26,Final Handover,Completed,2019-05-27 09:00:00,2019-08-03 09:00:00
LG-000453,Jajpur Highway Power Grid Link,Highway,Odisha,Jajpur,USR-01001,10,1444.51,2873,6474,17324714639.71,2024-12-10,2026-12-10,Documentation,Active,2024-12-10 09:00:00,2025-05-05 09:00:00
LG-000454,Jharsuguda Railway Bypass Construction,Railway,Odisha,Jharsuguda,USR-00933,37,7374.2,3892,8041,70159291645.83,2019-10-05,2021-10-04,Objection/Hearing,Active,2019-10-05 09:00:00,2019-11-29 09:00:00
LG-000455,Kalahandi Metro Expressway Development,Metro,Odisha,Kalahandi,USR-01001,36,5326.76,1244,1745,33837910439.9,2019-07-14,2025-07-12,Legal Resolution,Active,2019-07-14 09:00:00,2020-03-23 09:00:00
LG-000456,Kandhamal Dam Power Grid Link,Dam,Odisha,Kandhamal,USR-01001,15,4156.65,1843,2943,78246548113.58,2022-11-20,2026-11-19,Land Identification,Active,2022-11-20 09:00:00,2023-04-18 09:00:00
LG-000457,Kendrapara Highway Smart City Water Network,Highway,Odisha,Kendrapara,USR-00933,12,1438.4,4275,10194,9849856629.83,2021-05-09,2025-05-08,Objection/Hearing,Completed,2021-05-09 09:00:00,2021-09-13 09:00:00
LG-000458,Kendujhar Urban Development Power Grid Link,Urban Development,Odisha,Kendujhar,USR-01001,31,5951.19,3372,4576,28677356343.01,2018-11-25,2022-11-24,Compensation,Active,2018-11-25 09:00:00,2018-12-28 09:00:00
LG-000459,Khordha Power Project Irrigation Modernization,Power Project,Odisha,Khordha,USR-01001,6,9191.93,3661,9081,52061390241.11,2024-11-16,2030-11-15,Possession,Completed,2024-11-16 09:00:00,2025-05-31 09:00:00
LG-000460,Koraput Railway Power Grid Link,Railway,Odisha,Koraput,USR-00933,17,6718.27,4772,10473,14502525679.9,2022-08-14,2028-08-12,Possession,Cancelled,2022-08-14 09:00:00,2023-01-11 09:00:00
LG-000461,Malkangiri Dam Power Grid Link,Dam,Odisha,Malkangiri,USR-01001,25,9814.8,2898,4241,48442572893.02,2019-07-24,2022-07-23,Objection/Hearing,Active,2019-07-24 09:00:00,2019-08-25 09:00:00
LG-000462,Mayurbhanj Highway Smart City Water Network,Highway,Odisha,Mayurbhanj,USR-01001,14,8871.69,1775,4270,46074680295.2,2019-09-02,2021-09-01,R&R,Active,2019-09-02 09:00:00,2020-02-20 09:00:00
LG-000463,Nabarangpur Highway Power Grid Link,Highway,Odisha,Nabarangpur,USR-00933,22,6637.04,690,979,95849904739.81,2021-08-11,2027-08-10,Approval,Active,2021-08-11 09:00:00,2021-10-27 09:00:00
LG-000464,Nayagarh Railway Greenfield Connector,Railway,Odisha,Nayagarh,USR-01001,3,1963.76,3536,4425,44441228548.01,2022-10-27,2026-10-26,Survey,Active,2022-10-27 09:00:00,2023-05-25 09:00:00
LG-000465,Nuapada Metro Expressway Development,Metro,Odisha,Nuapada,USR-01001,5,9562.75,1298,2681,90752877858.95,2020-07-16,2024-07-15,Possession,Completed,2020-07-16 09:00:00,2020-11-19 09:00:00
LG-000466,Puri Urban Development Metro Line Extension,Urban Development,Odisha,Puri,USR-00933,15,1156.04,261,600,3537039910.85,2023-05-14,2029-05-12,Survey,Active,2023-05-14 09:00:00,2023-07-30 09:00:00
LG-000467,Rayagada Railway Metro Line Extension,Railway,Odisha,Rayagada,USR-00933,32,5064.63,97,238,3084695467.9,2023-08-01,2029-07-30,Documentation,Active,2023-08-01 09:00:00,2024-04-26 09:00:00
LG-000468,Sambalpur Dam Greenfield Connector,Dam,Odisha,Sambalpur,USR-00933,26,9451.28,615,1462,73527461937.86,2023-03-27,2025-03-26,Objection/Hearing,Active,2023-03-27 09:00:00,2023-07-04 09:00:00
LG-000469,Subarnapur Metro Industrial Cluster Feeder,Metro,Odisha,Subarnapur,USR-00933,19,6927.31,315,718,76676538817.97,2020-09-20,2023-09-20,Survey,Active,2020-09-20 09:00:00,2021-06-15 09:00:00
LG-000470,Sundargarh Water Supply Irrigation Modernization,Water Supply,Odisha,Sundargarh,USR-00933,11,6422.81,1964,2488,90237903682.59,2020-05-12,2024-05-11,Approval,Completed,2020-05-12 09:00:00,2020-07-19 09:00:00
LG-000471,Amritsar Canal Irrigation Modernization,Canal,Punjab,Amritsar,USR-00957,25,3734.98,3112,7363,70989041394.95,2019-01-06,2021-01-05,Approval,Completed,2019-01-06 09:00:00,2019-08-03 09:00:00
LG-000472,Barnala Airport Metro Line Extension,Airport,Punjab,Barnala,USR-00957,31,554.9,2896,7211,92693128037.3,2021-11-05,2026-11-04,Compensation,Active,2021-11-05 09:00:00,2022-07-18 09:00:00
LG-000473,Bathinda Railway Metro Line Extension,Railway,Punjab,Bathinda,USR-00957,36,7555.98,4986,7083,70666516328.54,2019-03-27,2021-03-26,Notification,Active,2019-03-27 09:00:00,2019-10-10 09:00:00
LG-000474,Faridkot Airport Bypass Construction,Airport,Punjab,Faridkot,USR-00957,7,8039.06,3140,5326,97762275913.8,2024-10-08,2026-10-08,Notification,Active,2024-10-08 09:00:00,2024-10-26 09:00:00
LG-000475,Fatehgarh Sahib Power Project Industrial Cluster Feeder,Power Project,Punjab,Fatehgarh Sahib,USR-00957,6,752.25,4733,8394,20714749932.61,2020-09-18,2024-09-17,Objection/Hearing,Active,2020-09-18 09:00:00,2021-03-06 09:00:00
LG-000476,Fazilka Urban Development Bypass Construction,Urban Development,Punjab,Fazilka,USR-00957,21,9294.12,3940,6096,30524304473.84,2020-11-07,2022-11-07,Notification,Active,2020-11-07 09:00:00,2021-03-22 09:00:00
LG-000477,Firozpur Urban Development Industrial Cluster Feeder,Urban Development,Punjab,Firozpur,USR-00957,16,7032.33,2661,3441,7641794426.35,2018-07-12,2020-07-11,Legal Resolution,On Hold,2018-07-12 09:00:00,2018-09-21 09:00:00
LG-000478,Gurdaspur Highway Industrial Cluster Feeder,Highway,Punjab,Gurdaspur,USR-00957,17,1076.14,3835,4489,21653530422.06,2021-12-25,2026-12-24,Compensation,Active,2021-12-25 09:00:00,2022-09-30 09:00:00
LG-000479,Hoshiarpur Dam Greenfield Connector,Dam,Punjab,Hoshiarpur,USR-00957,9,1827.07,4106,6981,40483424006.25,2018-02-25,2021-02-24,R&R,Active,2018-02-25 09:00:00,2018-04-21 09:00:00
LG-000480,Jalandhar Metro Power Grid Link,Metro,Punjab,Jalandhar,USR-00957,40,5979.38,3018,6665,25370604696.71,2019-02-16,2023-02-15,Final Handover,Active,2019-02-16 09:00:00,2019-03-17 09:00:00
LG-000481,Kapurthala Railway Power Grid Link,Railway,Punjab,Kapurthala,USR-00957,29,188.33,3305,5594,99959008086.78,2020-01-05,2023-01-04,Objection/Hearing,Completed,2020-01-05 09:00:00,2020-03-17 09:00:00
LG-000482,Ludhiana Water Supply Greenfield Connector,Water Supply,Punjab,Ludhiana,USR-00957,23,4850.55,1625,3746,52368434541.73,2019-02-23,2023-02-22,Notification,Active,2019-02-23 09:00:00,2019-12-18 09:00:00
LG-000483,Malerkotla Water Supply Freight Corridor Expansion,Water Supply,Punjab,Malerkotla,USR-00957,18,8413.95,423,847,92884596547.4,2022-10-28,2025-10-27,Compensation,Active,2022-10-28 09:00:00,2023-08-23 09:00:00
LG-000484,Mansa Highway Irrigation Modernization,Highway,Punjab,Mansa,USR-00957,31,530.26,3012,6533,78079633178.19,2020-12-26,2024-12-25,Survey,Active,2020-12-26 09:00:00,2021-06-11 09:00:00
LG-000485,Moga Dam Bypass Construction,Dam,Punjab,Moga,USR-00957,22,7230.48,2368,2767,91350915103.04,2018-07-09,2024-07-07,R&R,Active,2018-07-09 09:00:00,2018-12-10 09:00:00
LG-000486,Pathankot Urban Development Expressway Development,Urban Development,Punjab,Pathankot,USR-00957,13,7117.49,1501,2625,81526923563.92,2019-02-28,2024-02-27,Objection/Hearing,Active,2019-02-28 09:00:00,2019-03-23 09:00:00
LG-000487,Patiala Industrial Corridor Freight Corridor Expansion,Industrial Corridor,Punjab,Patiala,USR-00957,26,2040.14,4419,10310,73897590774.53,2021-03-02,2025-03-01,Approval,Active,2021-03-02 09:00:00,2021-10-10 09:00:00
LG-000488,Rupnagar Dam Ring Road Phase II,Dam,Punjab,Rupnagar,USR-00957,36,5744.16,4303,7768,61905735034.82,2019-07-04,2021-07-03,Notification,Active,2019-07-04 09:00:00,2020-02-21 09:00:00
LG-000489,Sahibzada Ajit Singh Nagar Railway Bypass Construction,Railway,Punjab,Sahibzada Ajit Singh Nagar,USR-00957,9,2530.67,2062,3334,41692234189.18,2024-04-05,2030-04-04,Survey,Active,2024-04-05 09:00:00,2024-10-08 09:00:00
LG-000490,Sangrur Highway Bypass Construction,Highway,Punjab,Sangrur,USR-00957,18,9038.41,108,132,90943290663.68,2020-04-17,2025-04-16,Objection/Hearing,Active,2020-04-17 09:00:00,2020-10-30 09:00:00
LG-000491,Shahid Bhagat Singh Nagar Railway Metro Line Extension,Railway,Punjab,Shahid Bhagat Singh Nagar,USR-00957,13,1686.45,4550,7331,97363713821.7,2021-07-25,2025-07-24,Survey,Completed,2021-07-25 09:00:00,2021-11-15 09:00:00
LG-000492,Sri Muktsar Sahib Water Supply Greenfield Connector,Water Supply,Punjab,Sri Muktsar Sahib,USR-00957,12,7719.99,1411,3127,20412806670.58,2022-08-05,2027-08-04,Final Handover,Active,2022-08-05 09:00:00,2023-03-19 09:00:00
LG-000493,Tarn Taran Power Project Metro Line Extension,Power Project,Punjab,Tarn Taran,USR-00957,6,1101.94,2709,4333,84180033491.45,2018-05-19,2024-05-17,Documentation,Completed,2018-05-19 09:00:00,2018-12-03 09:00:00
LG-000494,Ajmer Highway Smart City Water Network,Highway,Rajasthan,Ajmer,USR-00912,24,4508.57,1255,2754,11323836794.32,2022-03-27,2027-03-26,R&R,Active,2022-03-27 09:00:00,2022-05-20 09:00:00
LG-000495,Alwar Highway Smart City Water Network,Highway,Rajasthan,Alwar,USR-00907,14,4389.03,4602,10830,73574578057.23,2020-06-04,2026-06-03,R&R,Completed,2020-06-04 09:00:00,2021-01-23 09:00:00
LG-000496,Banswara Urban Development Power Grid Link,Urban Development,Rajasthan,Banswara,USR-00907,40,7827.24,4099,6741,52405210219.4,2020-03-07,2026-03-06,Legal Resolution,Active,2020-03-07 09:00:00,2020-04-01 09:00:00
LG-000497,Baran Metro Irrigation Modernization,Metro,Rajasthan,Baran,USR-01004,8,2556.47,3046,3877,25876672102.61,2023-05-17,2026-05-16,Land Identification,Completed,2023-05-17 09:00:00,2023-11-19 09:00:00
LG-000498,Barmer Power Project Irrigation Modernization,Power Project,Rajasthan,Barmer,USR-01018,1,6232.28,3961,4620,25027658893.85,2023-01-26,2025-01-25,Approval,Completed,2023-01-26 09:00:00,2023-02-16 09:00:00
LG-000499,Bharatpur Railway Smart City Water Network,Railway,Rajasthan,Bharatpur,USR-00912,38,6509.76,3448,7321,92627847846.03,2021-02-11,2025-02-10,Possession,Active,2021-02-11 09:00:00,2021-03-30 09:00:00
LG-000500,Bhilwara Railway Ring Road Phase II,Railway,Rajasthan,Bhilwara,USR-00912,20,3164.44,1351,2162,63917418654.42,2022-05-22,2028-05-20,Documentation,Active,2022-05-22 09:00:00,2023-02-08 09:00:00
LG-000501,Bikaner Canal Industrial Cluster Feeder,Canal,Rajasthan,Bikaner,USR-00943,8,2144.43,2476,4953,94058649496.53,2020-04-12,2022-04-12,R&R,On Hold,2020-04-12 09:00:00,2020-05-10 09:00:00
LG-000502,Bundi Highway Ring Road Phase II,Highway,Rajasthan,Bundi,USR-00912,11,9663.26,2644,4526,82512236826.62,2018-02-07,2022-02-06,Compensation,Active,2018-02-07 09:00:00,2018-11-09 09:00:00
LG-000503,Chittorgarh Canal Greenfield Connector,Canal,Rajasthan,Chittorgarh,USR-00912,24,8224.55,2038,4403,23567329087.28,2023-12-24,2028-12-22,Land Identification,On Hold,2023-12-24 09:00:00,2024-09-30 09:00:00
LG-000504,Churu Railway Power Grid Link,Railway,Rajasthan,Churu,USR-00907,24,7474.76,1103,1841,67739862995.7,2018-11-27,2024-11-25,Approval,Active,2018-11-27 09:00:00,2019-03-28 09:00:00
LG-000505,Dausa Highway Metro Line Extension,Highway,Rajasthan,Dausa,USR-00907,36,4968.58,4475,5893,80761176756.07,2019-11-16,2023-11-15,Legal Resolution,Active,2019-11-16 09:00:00,2020-03-26 09:00:00
LG-000506,Dholpur Dam Expressway Development,Dam,Rajasthan,Dholpur,USR-00907,33,6525.63,4868,10301,43705580235.7,2024-06-04,2026-06-04,Documentation,On Hold,2024-06-04 09:00:00,2024-10-25 09:00:00
LG-000507,Dungarpur Highway Freight Corridor Expansion,Highway,Rajasthan,Dungarpur,USR-00907,23,7106.93,4156,5924,75978291727.06,2023-05-19,2026-05-18,Compensation,On Hold,2023-05-19 09:00:00,2023-07-04 09:00:00
LG-000508,Hanumangarh Power Project Greenfield Connector,Power Project,Rajasthan,Hanumangarh,USR-00943,2,5337.03,3885,5154,68331188907.79,2023-04-23,2027-04-22,Possession,Completed,2023-04-23 09:00:00,2023-10-19 09:00:00
